root_id,hemisphere,type,column_id,x,y,p,q
39546,right,L2,171,-0.666666667,-0.694915254,-16,-4
39547,right,L3,540,0.16666666666666674,-0.322033898,-3,-6
39548,right,L3,373,-0.166666667,-0.728813559,-12,-9
39549,right,L2,635,-0.666666667,-0.220338983,-9,3
39550,right,L2,468,0.2777777777777777,0.35593220338983045,8,3
39551,right,L1,61,0.4444444444444444,-0.152542373,2,-6
39552,right,L1,80,-0.5,0.423728814,2,11
39553,right,L2,62,-0.055555556,-1,-15,-14
39554,right,L2,145,0,0.11864406779661008,2,2
39555,right,L1,760,-0.055555556,0.5593220338983051,8,9
39556,right,L3,343,0.2777777777777777,0.8983050847457628,16,11
39557,right,L3,531,-0.111111111,-0.016949153,-1,1
39558,right,L3,312,-0.5,-0.254237288,-8,1
39559,right,L2,767,-0.111111111,0.9322033898305084,13,15
39560,right,L1,249,-0.222222222,-0.423728814,-8,-4
39561,right,L2,499,-0.555555556,0.3220338983050848,0,10
39562,right,L2,715,-0.444444444,0.3220338983050848,1,9
39564,right,L1,789,0.2777777777777777,-0.93220339,-11,-16
39565,right,L3,170,0.5,0.016949152542372836,5,-4
39566,right,L1,727,-0.777777778,0.18644067796610164,-4,10
39567,right,L2,246,0.38888888888888906,0.4915254237288136,11,4
39568,right,L2,36,-0.666666667,0.2542372881355932,-2,10
39569,right,L2,351,0.055555556,-0.593220339,-8,-9
39570,right,L1,308,0.5555555555555554,0.2542372881355932,9,-1
39571,right,L3,697,-0.111111111,-0.762711864,-12,-10
39572,right,L2,490,0.5555555555555554,0.18644067796610164,8,-2
39573,right,L1,487,-0.166666667,-0.050847458,-2,1
39574,right,L3,796,-0.444444444,0.8644067796610169,9,17
39575,right,L3,459,-0.611111111,-0.118644068,-7,4
39576,right,L2,278,0.5555555555555554,0.3220338983050848,10,0
